sale_date,sku,quantity,revenue_local,currency,status,channel
2021-06-08,JNE3497-KR-L,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-08,KURTI,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-08,JNE2305-KR-533-L,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-08,JNE3365-KR-1052-L,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-08,JNE2270-KR-487-L,1,552.0,UNKNOWN,UNKNOWN,international
2021-06-08,SET094-KR-NP-XL,1,942.0,UNKNOWN,UNKNOWN,international
2021-06-08,JNE2049-KR-351-XL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-08,CH202-ORANGE-XXL,1,292.0,UNKNOWN,UNKNOWN,international
2021-06-08,BTM029-NP-XXL,1,357.0,UNKNOWN,UNKNOWN,international
2021-06-08,BTM008-XXL,1,357.0,UNKNOWN,UNKNOWN,international
2021-06-08,BTM035-NP-XXL,1,357.0,UNKNOWN,UNKNOWN,international
2021-06-08,CH209-BIEGE-XXL,1,292.0,UNKNOWN,UNKNOWN,international
2021-06-08,CH208-MUSTARD-XXL,1,292.0,UNKNOWN,UNKNOWN,international
2021-06-08,CH207-PINK-XXL,1,292.0,UNKNOWN,UNKNOWN,international
2021-06-08,CH205-YELLOW-XXL,1,292.0,UNKNOWN,UNKNOWN,international
2021-06-08,CH213-BROWN-XXL,1,292.0,UNKNOWN,UNKNOWN,international
2021-06-08,J0024-KR-L,1,519.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0109-SKD-L,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0109-SKD-XXL,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0109-SKD-XL,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0109-SKD-XS,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0109-SKD-S,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0109-SKD-M,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0109-SKD-XXXL,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0110-SKD-L,1,1169.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0110-SKD-XL,1,1169.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0110-SKD-M,1,1169.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0110-SKD-XS,1,1169.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0110-SKD-S,1,1169.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0110-SKD-XXL,1,1169.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0110-SKD-XXXL,1,1169.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0127-SKD-XXL,1,1104.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0127-SKD-XS,1,1104.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0281-SKD-XS,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0281-SKD-S,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0281-SKD-M,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0281-SKD-L,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0281-SKD-XL,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0281-SKD-XXL,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0281-SKD-XXXL,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0285-SKD-XS,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0285-SKD-S,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0285-SKD-M,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0285-SKD-L,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0285-SKD-XL,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0285-SKD-XXL,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,J0285-SKD-XXXL,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3615-KR-XS,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3615-KR-S,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3615-KR-M,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3615-KR-L,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3615-KR-XL,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3615-KR-XXL,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3615-KR-XXXL,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3619-KR-XS,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3619-KR-S,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3619-KR-M,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3619-KR-L,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3619-KR-XL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3619-KR-XXL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-11,JNE3619-KR-XXXL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-11,NW005-ST-PJ-L,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-11,NW005-ST-PJ-XL,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-11,NW006-ST-SR-L,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-11,NW013-ST-SR-L,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-11,NW031-TP-PJ-XL,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-11,NW032-ST-CP-L,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET217-KR-PP-XS,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET217-KR-PP-S,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET217-KR-PP-M,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET217-KR-PP-L,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET217-KR-PP-XL,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET217-KR-PP-XXL,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET217-KR-PP-XXXL,1,1072.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET220-KR-PP-M,1,1137.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET220-KR-PP-XXL,1,1137.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET220-KR-PP-L,1,1137.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET220-KR-PP-XL,1,1137.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET220-KR-PP-XXXL,1,1137.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET220-KR-PP-XS,1,1137.0,UNKNOWN,UNKNOWN,international
2021-06-11,SET220-KR-PP-S,1,1137.0,UNKNOWN,UNKNOWN,international
2021-06-15,SET058-KR-NP-L,1,844.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0241-SKD-L,1,1299.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0140-SET-XS,1,942.0,UNKNOWN,UNKNOWN,international
2021-06-15,JNE3669-TU-S,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-15,SET182-KR-DH-M,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0239-SKD-XS,1,1364.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0241-SKD-XL,1,1299.0,UNKNOWN,UNKNOWN,international
2021-06-15,JNE3710-DR-S,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-15,JNE3629-KR-S,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0037-KR-S,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0243-DR-XS,1,1039.0,UNKNOWN,UNKNOWN,international
2021-06-15,JNE2100-KR-144-M,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-15,SET048-KR-NP-XXL,1,909.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0037-KR-M,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-15,JNE3669-TU-XS,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0239-SKD-M,1,1364.0,UNKNOWN,UNKNOWN,international
2021-06-15,SET182-KR-DH-XXL,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-15,JNE3710-DR-S,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0244-SKD-M,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0148-SET-XXXL,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0237-SKD-XXXL,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0239-SKD-M,1,1364.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0143-SET-L,1,1039.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0161-DR-XS.,1,714.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0186-SET-XS,1,1299.0,UNKNOWN,UNKNOWN,international
2021-06-15,JNE2100-KR-144-M,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-15,J0037-KR-S,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-15,JNE2265-KR-501-S,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-17,BL099-M,1,324.0,UNKNOWN,UNKNOWN,international
2021-06-17,BL099-XL,1,324.0,UNKNOWN,UNKNOWN,international
2021-06-17,BL103-M,2,779.0,UNKNOWN,UNKNOWN,international
2021-06-17,BL104-L,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-17,BL104-S,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-17,BL104-XL,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-17,JNE3288-KR-XXXL,1,584.0,UNKNOWN,UNKNOWN,international
2021-06-17,JNE3405-KR-S,1,389.0,UNKNOWN,UNKNOWN,international
2021-06-17,JNE3439-KR-XL,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-17,JNE3489-KR-S,1,389.0,UNKNOWN,UNKNOWN,international
2021-06-17,JNE3560-KR-XXXL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-17,JNE3612-KR-XS,1,519.0,UNKNOWN,UNKNOWN,international
2021-06-17,MEN5003-KR-XL,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-17,MEN5005-KR-XXL,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-17,MEN5014-KR-M,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-17,MEN5014-KR-XL,2,1298.0,UNKNOWN,UNKNOWN,international
2021-06-17,MEN5015-KR-XL,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-17,MEN5016-KR-XL,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-17,MEN5029-KR-XL,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0178-TP-L,1,357.0,UNKNOWN,UNKNOWN,international
2021-06-18,JNE3609-KR-M,1,552.0,UNKNOWN,UNKNOWN,international
2021-06-18,MEN5006-KR-L,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0204-TP-XL,1,747.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0202-TP-XL,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0117-TP-XXL,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0115-TP-XXL,1,519.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0118-TP-XXL,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0140-SET-XXXL,1,942.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET236-KR-PP-XXXL,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-18,JNE3713-TP-L,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET196-KR-NP-M.,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET196-KR-NP-XL,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET260-KR-PP-L,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET260-KR-PP-XL,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET194-KR-NP-XL,1,714.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET194-KR-NP-XXXL,1,714.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0246-SKD-L,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0242-SKD-XL,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0242-SKD-XXXL,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0239-SKD-M,1,1364.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0239-SKD-XL,1,1364.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0130-SET-M,1,974.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0130-SET-XL,1,974.0,UNKNOWN,UNKNOWN,international
2021-06-18,J0130-SET-XXXL,1,974.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET268-KR-NP-S,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET268-KR-NP-M,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET268-KR-NP-L,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET268-KR-NP-XL,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET268-KR-NP-XXL,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-18,SET268-KR-NP-XXXL,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-19,SET263-KR-NP-S,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-19,SET262-KR-NP-S,1,844.0,UNKNOWN,UNKNOWN,international
2021-06-19,SET229-KR-PP-S,1,942.0,UNKNOWN,UNKNOWN,international
2021-06-19,JNE3605-KR-S,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-19,J0279-SET-S,1,1039.0,UNKNOWN,UNKNOWN,international
2021-06-19,J0138-KR-S,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-19,J0148-SET-S,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-19,J0207-DR-S,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-19,MEN5029-KR-M,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-19,MEN5008-KR-M,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-19,MEN5003-KR-M,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-19,MEN5013-KR-M,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-19,J0202-TP-S,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-19,J0213-TP-S,1,584.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET098-KR-PP-M,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET098-KR-PP-L,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET098-KR-PP-XL,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET062-KR-SP-M,1,844.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET062-KR-SP-L,1,844.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0041-SET-M,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0041-SET-L,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0041-SET-XL,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0041-SET-XXL,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET182-KR-DH-L,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET182-KR-DH-XL,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET144-KR-NP-XXL,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET144-KR-NP-XXXL,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET110-KR-PP-XL,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET110-KR-PP-XXL,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET250-KR-SHA-M,1,844.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET073-KR-SHA-L,1,844.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0234-SKD-XXL,1,1202.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0007-SKD-XXL,1,1137.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0244-SKD-L,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0244-SKD-XL,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0246-SKD-M,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0246-SKD-L,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0284-SKD-XXL,1,1494.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0230-SKD-L,1,1364.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0230-SKD-XL,1,1364.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0011-LCD-L,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0011-LCD-XL,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0011-LCD-XXL,1,1234.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET238-KR-PP-L,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET227-KR-PP-L,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET228-KR-PP-L,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET229-KR-PP-L,1,942.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET234-KR-PP-L,1,574.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET235-KR-PP-L,1,583.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET206-KR-PP-L,1,994.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET231-KR-PP-L,1,583.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET240-KR-PP-L,1,714.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0137-SET-L,1,844.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0148-SET-L,1,877.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET210-KR-PP-L,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET241-KR-PP-L,1,500.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET225-KR-NP-L,1,812.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET233-KR-PP-L,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0211-DR-L,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3697-KR-L,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0035-KR-L,1,619.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3391-KR-L,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3628-KR-L,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0212-DR-L,1,747.0,UNKNOWN,UNKNOWN,international
2021-06-23,SET100-KR-PP-L,1,1039.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0138-KR-L,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0151-KR-L,1,714.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0283-SET-L,1,1039.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3364-KR-1051-XL,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3365-KR-1052-L,1,422.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0037-KR-XXL,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0037-KR-XXXL,1,779.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3609-KR-L,1,552.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3609-KR-XL,1,552.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0177-KR-L,1,552.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0177-KR-XL,1,552.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0177-KR-XXXL,1,552.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0104-KR-XL,1,584.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0104-KR-XXL,1,584.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0104-KR-XXXL,1,584.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3256-KR-L,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3256-KR-XL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3464-KR-XXL,1,519.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3464-KR-XXXL,1,519.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0033-KR-L,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0033-KR-XXL,1,617.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE2049-KR-351-XXL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE2049-KR-351-XXXL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3637-KR-L,1,649.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3523-KR-M,1,519.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3523-KR-L,1,519.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3688-TU-M,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3688-TU-L,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3669-TU-L,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3669-TU-XL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3679-TU-M,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3679-TU-L,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3679-TU-XL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3674-TU-L,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3674-TU-XXL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3672-TU-XL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3672-TU-XXL,1,487.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3673-TU-XL,1,519.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3673-TU-XXL,1,519.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3651-TP-L,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3651-TP-XL,1,454.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0180-DR-L,1,714.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0180-DR-XXL,1,714.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3709-DR-XL,1,942.0,UNKNOWN,UNKNOWN,international
2021-06-23,JNE3709-DR-XXL,1,942.0,UNKNOWN,UNKNOWN,international
2021-06-23,J0243-DR-M,1,1039.0,UNKNOWN,UNKNOWN,international
